20:19, 3297895950 
20:19, 3346680374 
20:20, 3380837314 
20:20, 3417551838 
20:20, 3451332292 
20:20, 3485955082 
20:20, 3523011438 
20:20, 3560049202 
20:20, 3594260908 
20:20, 3631204756 
20:20, 3668263866 
20:20, 3699753868 
20:20, 3735744564 
20:20, 3739470332 
20:20, 3739470944 
20:20, 3739471548 
20:20, 3739472082 
20:20, 3739472608 
20:20, 3739473064 
20:20, 3741942492 
20:20, 3751253626 
20:20, 3779949234 
20:21, 3816879478 
20:21, 3853969218 
20:21, 3890934458 
20:21, 3927958654 
20:21, 3964982956 
20:21, 3999855038 
20:21, 4031033732 
20:21, 4065811288 
20:21, 4097327060 
20:21, 4134266366 
20:21, 4165610616 
20:21, 4202703286 
20:21, 4239732142 
20:21, 4276499738 
20:21, 18133420 
20:21, 53966174 
20:21, 89026336 
20:21, 124523612 
20:21, 161522236 
20:21, 198587454 
20:22, 233673270 
20:22, 282995312 
20:22, 320052916 
20:22, 369342974 
20:22, 406359698 
20:22, 443218456 
20:22, 479148502 
20:22, 516198960 
20:22, 553171732 
20:22, 588948460 
20:22, 626065160 
20:22, 663045428 
20:22, 699999950 
20:22, 737006094 
20:22, 774088092 
20:22, 809542840 
20:22, 846491312 
20:22, 883095292 
20:22, 920101436 
20:23, 957106086 
20:23, 993398992 
20:23, 1030505488 
20:23, 1067318670 
20:23, 1102240846 
20:23, 1139254604 
20:23, 1176268280 
20:23, 1213359444 
20:23, 1250362540 
20:23, 1287373180 
20:23, 1324318628 
20:23, 1361377972 
20:23, 1398367582 
20:23, 1432764226 
20:23, 1469740104 
20:23, 1506767372 
20:23, 1538146594 
20:23, 1587445514 
20:23, 1622950344 
20:23, 1659997568 
20:24, 1696886944 
20:24, 1733970448 
20:24, 1770883924 
20:24, 1807991868 
20:24, 1857218228 
20:24, 1894183398 
20:24, 1925685472 
20:24, 1962643146 
20:24, 1999691630 
20:24, 2036640184 
20:24, 2071683472 
20:24, 2108732378 
20:24, 2145724860 
20:24, 2181495294 
20:24, 2217653040 
20:24, 2254763856 
20:24, 2291765470 
20:24, 2328759388 
20:24, 2363450606 
20:25, 2398424172 
20:25, 2434018658 
20:25, 2471074908 
20:25, 2508123498 
20:25, 2545038492 
20:25, 2582070606 
20:25, 2618905064 
20:25, 2655390628 
20:25, 2692381686 
20:25, 2729290502 
20:25, 2766395562 
20:25, 2802468254 
20:25, 2839550216 
20:25, 2876535062 
20:25, 2911771218 
20:25, 2937075510 
20:25, 2967766914 
20:25, 2989836254 
20:25, 3020714536 
20:25, 3057706948 
20:26, 3094608210 
20:26, 3122252954 
20:26, 3153650252 
20:26, 3178301546 
20:26, 3200761024 
20:26, 3234174238 
20:26, 3271177404 
20:26, 3307640128 
20:26, 3344512700 
20:26, 3379414838 
20:26, 3416167606 
20:26, 3416168132 
20:26, 3416168588 
20:26, 3416169044 
20:26, 3416169500 
20:26, 3416169956 
20:26, 3416170412 
20:26, 3416170868 
20:26, 3416171324 
20:26, 3416171936 
20:27, 3416172470 
20:27, 3416172926 
20:27, 3416173718 
20:27, 3416174174 
20:27, 3416174708 
20:27, 3416175164 
20:27, 3416175620 
20:27, 3416180664 
20:27, 3416180664 
20:27, 3416180664 
20:27, 3427003290 
20:27, 3441849786 
20:27, 3456650742 
20:27, 3471480540 
20:27, 3486345252 
20:27, 3501182640 
20:27, 3516007884 
20:27, 3530810358 
20:27, 3545646228 
20:27, 3560500314 
20:28, 3575322522 
20:28, 3590152320 
20:28, 3604917102 
20:28, 3619763598 
20:28, 3634579734 
20:28, 3649435338 
20:28, 3664271208 
20:28, 3679076718 
20:28, 3693903480 
20:32, 649581490 
20:32, 689594150 
20:32, 704455826 
20:32, 719299286 
20:32, 734126048 
20:32, 748936112 
20:33, 763752248 
20:33, 778612406 
20:33, 793418174 
20:33, 813189214 
20:33, 823083842 
20:33, 837903014 
20:33, 857671018 
20:33, 867571718 
20:33, 892315878 
